"","origLine","wordsToPredictBy","wordNoToTest","testWord","prediction1","prediction2","prediction3","prediction4","prediction5","prediction6","prediction7","prediction8","prediction9","prediction10","timeToPredict","Correct"
"797","YAWN, Awake and making coffee too late in the day.","yawn awake and making coffee too late in the",10,"day","world","morning","next","studio","middle","top","right","nfl","day","woods",0,TRUE
"798","Not as good as ours, I'm sure. #twitterwar RT : great! Let us know what you think :-)","not as good as ours im sure rt great let us know what",14,"you","you",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0400000000008731,TRUE
"799","you should follow me back gorgeous;+)","you",2,"should",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
"800","It's just Robert, it is what it is. I'm great & thats all that matters 😊","its just robert it is what it is im great",11,"thats","day","see","job","event","time","week","work","point","people","seeing",0.0100000000020373,FALSE
"801","im such a fucking lady but im dancing like a hoe! haha :)","im such a lady but",6,"im","im","thanks","coming","p","act","b","q","teeth","tells",NA,0.0199999999967986,TRUE
"802","Nah just bored..","nah just",3,"bored","got","like","saw","wanted","came","dont","finished","started","gonna","one",0,FALSE
"803","#np I shot the maid by greeley estates<3 I miss these guys wish they would stop in el paso again hint hint","i shot the maid by greeley estates i miss these guys wish they would stop in el",18,"paso","paso","diablo",NA,NA,NA,NA,NA,NA,NA,NA,0,TRUE
"804","Just said farewell to one of my favorite colleagues ever, Good luck in Dallas! Tell we said hello!","just said farewell to one of my favorite",9,"colleagues","kind","time","years","people","album","news","interview","part","tv","quote",0.0100000000020373,FALSE
"805","Thanks for RT, hope you are well :) xx","thanks",2,"for","follow","following","much","rt","everyone","retweet","guys","mention","got","great",0,FALSE
"806","We all live with the objective of being happy; our lives are all different and yet the same. - Anne Frank","we all live with the objective of being happy our lives are all different",15,"and","proud","can","days","band","yet","la","sports","color","crew","standards",0.0199999999967986,FALSE
"807","Council is getting multiple reproduced emails concerning Memorial hospital. Does anyone know where they are originating from?","council is getting multiple",5,"reproduced","new","programs","reproduced",NA,NA,NA,NA,NA,NA,NA,0.0100000000020373,TRUE
"808","What is a class, lesson, activity or camp that you have always wanted to try? What should Campopoly.com feature?","what is",3,"a","your",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,FALSE
"809","Space mining? Good luck with that one. Get past the Space Treaty and you might have a chance but how does that lower launch costs?","space mining good luck with",6,"that","new","one","getting","hate","already","brotha","dallas",NA,NA,NA,0,FALSE
"810","Stop by and celebrate Superbowl at Atmosphere Bar,also right after the game the Diva Show hosted by Angelique Munro will start!!","stop by and celebrate superbowl at atmosphere baralso",9,"right","right",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0199999999967986,TRUE
"811","YOU'RE ONE OF THEM. THANKS JOHN.","youre",2,"one","welcome","sure","still","well","amazing","just","going","gonna","one","excited",0.0100000000020373,TRUE
"812","he was my teacher in high school. He deserved it. Just kidding, he was a good guy.","he was my teacher in high",7,"school","school","thinking","life","call","blood","fuel","cuz","traffic","levels","dry",0.0199999999967986,TRUE
"813","love 9 innings. As a fan i need to ask for speed fixes for ryan Braun and rickie weeks. Much faster!","love innings as a fan i need to",9,"ask","see",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,FALSE
"814","I might not be what color you want me to be, but I'm the brightest crayon in the box.","i might not be what color you",8,"want","want","made","yet","bracelet","jealous","shoe",NA,NA,NA,NA,0.0299999999988358,TRUE
"815","who is the tottenham supporter in the studio?","who",2,"is",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
"816","congrats on the awards guys! You deserve it and more!!","congrats",2,"on","got","getting","best","trade","thats","made","awards","adding","btw","chef",0.0100000000020373,FALSE
"817","Heroes Amber & Nathan are heading to ""south jungle"" with water and socks. There was a big group of ppl missed yesterday on outreach.","heroes amber nathan are heading to",7,"south","soon","wrong","london","south","everest","tweetup",NA,NA,NA,NA,0.0199999999967986,TRUE
"818","sometimes you get to impersonate other drummers during a session, this time it's Danny Carey, ain't nothin wrong with that!!","sometimes you get to impersonate other drummers during a",10,"session","ever","session",NA,NA,NA,NA,NA,NA,NA,NA,0,TRUE
"819","Happy Holidays from Auto Glass Experts","happy holidays from",4,"auto","seeing","auto","goodnight",NA,NA,NA,NA,NA,NA,NA,0.0100000000020373,TRUE
"820","what up lil buddy! How you been? How's dancing been for ya?","what up lil buddy how you been hows dancing",10,"been","like","ya","away","last","around","ninja","pink","poles","shoes",NA,0.0200000000040745,FALSE
"821","other times, when we try to change to meet someone elses expectations, we end up getting stabbed in the throat with a pen.","other times when we try to change to meet someone elses expectations we end up getting",17,"stabbed","ready","morning","back","home","new","excited","soon","sick","th","band",0,FALSE
"822","lemme know how that goes haha!!","lemme",2,"know","know","find","stop","c",NA,NA,NA,NA,NA,NA,0.0199999999967986,TRUE
"823","'They do not want to change their policies. They just want you to think they have changed their policies'","they",2,"do",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
"824","I haven't found any app that is that much of a power hog.","i havent found any",5,"app","home","today","lot","app","yet","dead","inspiration","perfect","useful","community",0.0100000000020373,TRUE
"825","sounds good Jay!","sounds",2,"good","like","good","really","little","fun","funny","intriguing","beatles","legitimately","mint",0.0199999999967986,TRUE
"826","-- just watched #eCupid. Cute movie. :)","just watched cute",4,"movie","u","movie","boy","����","bc","��","turtles",NA,NA,NA,0,TRUE
"827","Go to the gym or keep pinnin on ?","go",2,"to","follow","home","go","get","back","see","look","heat","last","sleep",0.0100000000020373,FALSE
"828","Searching for beds in Portland in April :)","searching for beds",4,"in","cant","portland",NA,NA,NA,NA,NA,NA,NA,NA,0.0199999999967986,FALSE
"829","Was videoed at Longsands, made a music video in school, and had a lesson outside. School is the funniest sometimes","was",2,"videoed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
"830","goodluck cuties Iu god bles","goodluck cuties i�u",4,"god","god",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0100000000020373,TRUE
"831","Just finished Where She Went by Well done sequel to a fav #yalit book, If I Stay. Exclnt #summerreading!","just finished where she went by well done sequel to a fav book",14,"if","still","ever","thats","tonight","stay","seems","signing","thank","month","digital",0.0200000000040745,FALSE
"832","Happy birthday :]]","happy",2,"birthday","birthday","mothers","new","happy","thanksgiving","joy","hour","friday","easter","holidays",0.0199999999967986,TRUE
"833","We Are About To Through Up Some Tracks Done By JPryme!!","we are about to through up",7,"some",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
"834","There is one. And will only ever be one Louis Armstrong. Gracious I love this man's voice.","there is one and will only ever be one louis armstrong gracious i love",15,"this","you","it","my","the","that","this",NA,NA,NA,NA,0.0100000000020373,TRUE
"835","If I was the space shuttle, I would be wondering where all this attention was when it was time to renew the program.","if i was the space shuttle i would be wondering where all this attention was",16,"when","time","turned","since",NA,NA,NA,NA,NA,NA,NA,0.0199999999967986,FALSE
"836","Don't forget the playlist, no curse words!","dont",2,"forget","know","think","care","want","forget","get","miss","really","feel","worry",0.0100000000020373,TRUE
"837","Follow me on instagram i follow back","follow me on instagram i",6,"follow","follow","im","ouchie",NA,NA,NA,NA,NA,NA,NA,0,TRUE
"838","Tech curriculum development:we were asked 'what are the ""technologies"" that we want students to master?' What do you think?","tech curriculum",3,"developmentwe",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
"839","Now im on a ramen noodles a day diet","now im on a ramen",6,"noodles","noodles",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0100000000020373,TRUE
"840","Easy to dream a dream, it's harder to live it!","easy to dream a dream its harder to",9,"live","work","grow","live","fight",NA,NA,NA,NA,NA,NA,0,TRUE
"841","At the airport for early flight to Hartford, CT. Speaking today at #Wesleyan. Excited to be part of the CAAS's First Book Series.","at the airport for early flight to hartford",9,"ct","ct",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0199999999967986,TRUE
"842","ugh that is a beautiful thing","ugh",2,"that","im","school","okay","beautiful","let","jealous","half","consolation","drag","knowlong",0.0100000000020373,FALSE
"843","Jesus, Allah, Moses, the 12 apostles, and Tibetan monks won't help Tebow tonight","jesus",2,"allah","just","trying","best","today","real","coming","bitch","picked","allah","loves",0,TRUE
"844","I know sorry! :p","i know sorry",4,"p","meant","p","know","just","im","dont","ass","show","life","cant",0.0200000000040745,TRUE
"845","Is anyone else addicted to pawnstars? Can't stop watching it...","is anyone else addicted to pawnstars",7,"cant","cant",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0199999999967986,TRUE
"846","he's been in the league 2 years longer than dwill and cp3","hes been in",4,"the","got","just","following","much","one","still","ever","next","first","wrong",0.0100000000020373,FALSE
"847","Just ran my first ever #thatcamp scheduling session at #THATCampOSU. Is there a merit badge for that, Amanda? :)","just ran my first ever scheduling session at is there a",12,"merit",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
"848","thanks doll:) that was sweet","thanks doll",3,"that","face","sweet",NA,NA,NA,NA,NA,NA,NA,NA,0.0199999999967986,FALSE
"849","Is anyone else having problems with their twitter account. I keep having to reset my password!","is anyone else having problems with their twitter account i keep",12,"having","going","good","got","us","music","work","getting","way","working","talking",0.0100000000020373,FALSE
"850","Awww thanks! Though all I really do on it is reblog stuff lol :)","awww thanks",3,"though","follow","following","much","rt","everyone","retweet","guys","mention","got","great",0.0199999999967986,FALSE
"851","Ok I think its time to get some new followers, so give me a shout out.","ok i",3,"think","need",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,FALSE
"852","Break a leg..","break a",3,"leg","from",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0100000000020373,FALSE
"853","Celebrating my cousin's graduation from college today...my family is being oddly apolitical today","celebrating my cousins graduation from college todaymy family is being oddly",12,"apolitical","apolitical","mistaken",NA,NA,NA,NA,NA,NA,NA,NA,0.0200000000040745,TRUE
"854","No lack of enthusiam here...Cop Rock was amazing. Thanks for sharing, and Be Careful Out There on those drums, you know.","no lack of enthusiam herecop rock was amazing thanks for sharing and be careful out there on those",19,"drums",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
"855","i hope that one day we are all in a position to become a unit again","i hope",3,"that","the","all",NA,NA,NA,NA,NA,NA,NA,NA,0.0199999999967986,FALSE
"856","Are you one of the many ODs or OD students in DC for the AOA Congressional Conference? Tweet your pix/meetings using hashtag #aoahill!","are you",3,"one","going","gonna","guys","coming","on",NA,NA,NA,NA,NA,0.0100000000020373,FALSE
"857","cuz its finally","cuz",2,"its","thats","know","im","miss","u","almost","finally","bron","near",NA,0.0199999999967986,FALSE
"858","Rick, my crying towel was bigger.","rick my crying towel",5,"was","bigger","addiction",NA,NA,NA,NA,NA,NA,NA,NA,0,FALSE
"859","my grandma is so short and cute ❤","my grandma is so short and cute",8,"�","u","movie","boy","����","bc","��","turtles",NA,NA,NA,0.0100000000020373,FALSE
"860","Just got my #klout perk in the mail - the #gecko bobblehead! Way cool. Thanks","just got my",4,"perk","new","back","see","thing","good","first","m","go","like","much",0,FALSE
"861","Smelly cat, smelly cat, what are they feeding you? Smelly cat, smelly cat, it's not your fault.","smelly cat smelly cat what",6,"are","smelly","move","doesnt","fault","feeding",NA,NA,NA,NA,NA,0,FALSE
"862","RT : I think this race is over | I agree","rt i think this race",6,"is","think","fuck","rather","agree","village","mourdock",NA,NA,NA,NA,0.0199999999967986,FALSE
"863","Kitchen Remodel and Contractors Valencia 91354 » General ...","kitchen",2,"remodel","checked","food","remodel","towels",NA,NA,NA,NA,NA,NA,0.0100000000020373,TRUE
"864","i feel great, but im terrified of tomorrow's geometric test. and what bout u?","i feel great but im terrified of tomorrows geometric test and",12,"what","now","new","bout",NA,NA,NA,NA,NA,NA,NA,0.0199999999967986,FALSE
"865","And she'll never fucking know that, these eyes that in staring at","and shell never know",5,"that","want","can","going","im","good","dont","u","goes","lol","like",0,FALSE
"866","my kids have to earn screen time. growing up it was reading and weeding. living in the city, my kids will do extra reading!","my kids have to earn screen time growing up it",11,"was","and",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0100000000020373,FALSE
"867","It is TOO hot outside. Really, just stay home, NONE of you need ice cream😡🔥","it is too hot outside really just stay home none",11,"of","need","barber",NA,NA,NA,NA,NA,NA,NA,NA,0.0200000000040745,FALSE
"868","Thank you for making run after class!!! 😘😘😘","thank you for making run",6,"after","see","new","first","post","class","facebook","beach","far","min","mile",0.0199999999967986,FALSE
"869","Google is taking aim at Apple’s dominance of online music; Android users can buy music on the web & automatically sync it to their phones.","google is taking aim at apple’s dominance of online music android users can buy music on the",18,"web","beach","back","phone","way","road","floor","team","site","side",NA,0.0100000000020373,FALSE
"870","Beware grilling outside in Dallas ...spontaneous combustion may occur!","beware grilling outside in dallas",6,"spontaneous","tonight",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,FALSE
"871","justin is such a baby. like UGH. i'm like smiling at how much of a baby he is. believe tour come NOW !!!","justin is such a baby like ugh im like smiling at how",13,"much","like","much","haters",NA,NA,NA,NA,NA,NA,NA,0.0199999999967986,TRUE
"872","Eating home made trail mix with raw cacao nibs, sunflower seeds, golden raisins, walnuts, pumpkin seeds and pine nuts.","eating home made trail mix with raw cacao nibs sunflower seeds golden raisins walnuts pumpkin seeds",17,"and","golden","pine",NA,NA,NA,NA,NA,NA,NA,NA,0.0100000000020373,FALSE
"873","in the booth gettin this mixtape together Love,Pain&Anger look 4 that","in the booth",4,"gettin","us","coverings","enter","gettin",NA,NA,NA,NA,NA,NA,0,TRUE
"874","Did you hear that Meg? Guys can marry other guys now. So...this is awkward, if they can do that, it's pretty much it for you, isn't it?","did you hear that meg guys can marry other guys now sothis is awkward if they can do that its pretty much it",24,"for","better","love","fun","following","im","work","appreciate","got","like","just",0.0199999999967986,FALSE
"875","New idea: boo as grads walk across the stage. Keep 'em grounded, yo.","new idea boo",4,"as","just","accidentally","grads","promoting",NA,NA,NA,NA,NA,NA,0.0100000000020373,FALSE
"876","your so full of wisdom! The true value of mahogany and the true value of our minds! you are like an owl! haha","your so full of wisdom",6,"the","true","wise",NA,NA,NA,NA,NA,NA,NA,NA,0.0200000000040745,FALSE
"877","Passing better so far on this PP","passing better so far",5,"on","away","know","better","good","great","love","best","yet","since","looks",0.0199999999967986,FALSE
"878","Thank you for the RT","thank you for the",5,"rt","rt",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,TRUE
"879","you da best 😊","you da best",4,"����","friend","thing","luck","show","night","follow","rt","one","can","u",0,FALSE
"880","#WildCardWednesday Tim Wilson - ""Dale Darrell Waltrip Richard Petty Rusty Awesome Bill Irvan Gordon Earnhardt Smith""","tim wilson dale darrell waltrip richard petty",8,"rusty","rusty",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0100000000020373,TRUE
"881","In my head I am singing ""shipping u pto Boston"" I had a friend live there, said it was expensive. Would move 4 women though :D","in my head i am singing shipping u pto boston i had a friend live there said it was expensive would move",23,"women","street","away","women","san","extremely","vienna","millionpound","rondo","sf","somewhere",0.0199999999967986,TRUE
"882","HEAT ACADEMY!!!!!","heat",2,"academy","game","us","good","play","academy","beating","consensus","nation",NA,NA,0.0100000000020373,TRUE
"883","already here :)","already",2,"here","got","follow","started","wanna","calling","cant","starting","enough","read","feeling",0.0199999999967986,FALSE
"884","You'd think trained librarians with master's degrees wouldn't have such a hard time figuring out how to unsubscribe from a listserv. Jeez.","youd think trained librarians with masters degrees wouldnt have such a hard",13,"time","time",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0100000000020373,TRUE
"885","sounds mint","sounds",2,"mint","like","good","really","little","fun","funny","intriguing","beatles","legitimately","mint",0.0199999999967986,TRUE
"886","hahahah spell check","hahahah spell",3,"check","check","lol","car","fuckn",NA,NA,NA,NA,NA,NA,0.0100000000020373,TRUE
"887","So who wore their costume to Pizza Shuttle this weekend?","so who wore their costume to pizza",8,"shuttle","cut","mail","patron","shuttle",NA,NA,NA,NA,NA,NA,0,TRUE
"888","was good?","was",2,"good",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
"889","you should defiantly do it, cuz I'm positive there's nothing ur bad at","you should defiantly do it cuz im",8,"positive","just","glad","going","bored","gonna","proud","sorry","sure","ready","really",0,FALSE
"890","I just want to show you how much I appreciate you..","i just want to show you how",8,"much","been",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0199999999967986,FALSE
"891","lets get it!!!!!Cant Wait!!!","lets get itcant",4,"wait","wait",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0100000000020373,TRUE
"892","i'm not even sure what that means, but I'm sure I don't agree.","im not even sure what that means but im sure i",12,"dont","got",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0199999999967986,FALSE
"893","Will be at the Opolis tonight checking out The Costanzas! Come say hi!","will be at the opolis tonight checking out the",10,"costanzas","door",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,FALSE
"894","Whether or not the company you are interviewing with requires it--you are showing respect when you dress business professionally","whether or not the company you",7,"are","phone","making","bbj","comforts","interviewing",NA,NA,NA,NA,NA,0.0100000000020373,FALSE
"895","Roasted acorn squash w/ raspberry sauce!","roasted",2,"acorn","acorn","served","veggies",NA,NA,NA,NA,NA,NA,NA,0.0199999999967986,TRUE
"896","You need to visit. We would get into grand trouble.","you need to visit",5,"we","get","new","food","la","miami","site","george",NA,NA,NA,0.0100000000020373,FALSE
"897","Hope you enjoyed the event!","hope",2,"you","see","great","enjoyed","well","youre","can","u","everything","wonderful","get",0,FALSE
"898","I dont talk to Ryan anymore :T","i dont talk",4,"to","new","one","soon","u","hear","ppl","world","damn","id","hoe",0,FALSE
"899","Indeed. Can't wait. RT : and you and I. Let that sink in","indeed cant",3,"wait","wait","believe","even","find","get","go","afford","stand","stop","forget",0,TRUE
"900","I don't want to argue with somebody, who is totally irrelevant anymore. It's pointless.","i dont want to argue with somebody who is",10,"totally","the","in",NA,NA,NA,NA,NA,NA,NA,NA,0.0200000000040745,FALSE
"901","Its my birthday! Hoping to get a Happy Birthday from today. It would mean everything to me. <3","its my birthday hoping to get a",8,"happy","follow","first","refill",NA,NA,NA,NA,NA,NA,NA,0.0199999999967986,FALSE
"902","hell yeah to the yogo pants!!","yeah",2,"to","think","now","like","much","time","im","good","dont","well","d",0,FALSE
"903","Why would people leave Ariana over the cutest tattoo.","why would people leave",5,"ariana","blog","poor","ariana","el","workplace",NA,NA,NA,NA,NA,0.0100000000020373,TRUE
"904","Makin some covers :P they shall be up in a couple of hours :D","makin some covers p they shall be",8,"up","listening","couple","drink",NA,NA,NA,NA,NA,NA,NA,0.0199999999967986,FALSE
"905","It was so great to see you at the House and meet the cute boy!","it was so great to see you at the",10,"house","end","same","gym",NA,NA,NA,NA,NA,NA,NA,0.0100000000020373,FALSE
"906","SOTU--exactly..unfettered free markets were the problem.","sotuexactlyunfettered free markets were",5,"the","problem",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0199999999967986,FALSE
"907","So I see everybody in the bay doing this j12 dance huh?","so i see everybody",5,"in","went","class","already","two","da","hates","bay","bet","deserves","dies",0,FALSE
"908","When are you coming out with a book? Seems like you have the midas touch for business and I would love to get some mentoring.","when are you",4,"coming","going","gonna","guys","coming","on",NA,NA,NA,NA,NA,0.0100000000020373,TRUE
"909","S/o Happy Mothers Lifetime","so happy",3,"mothers","to","for",NA,NA,NA,NA,NA,NA,NA,NA,0.0199999999967986,FALSE
"910","When ever someone ask me a question first thing I say ""GOOGLE IT!!"" O.O","when ever someone ask me a question first thing i",11,"say","have",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0100000000020373,FALSE
"911","I love music, really. That doesn't mean I want to listen to the neighbor's playlist instead of birdsong & wind in trees. #amwriting #gah!","i love music really that doesnt",7,"mean","want","exist","look","mean","go","get","like","think","even","take",0,TRUE
"912","Lamborghini mercy. Yo chick she so thirsty","lamborghini mercy yo chick",5,"she","she",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0200000000040745,TRUE
"913","LOL are you really talking about me when I'm standing right next to you?","lol are you really talking about me when im standing right next to",14,"you","week","year","one","days","show","friday","go","day","time","great",0.0199999999967986,FALSE
"914","Breaking news: Portland police arrested 2 people at #ndaa #occupypdx march.","breaking news portland police arrested people at",8,"march","like","know","just","dont","life","ask","think","saw","happy","can",0.0100000000020373,FALSE
"915","Oh, I agree! Too much new stuff to spend time on stuff you're already read.","oh i agree too much",6,"new","better","love","fun","following","im","work","appreciate","got","like","just",0.0199999999967986,FALSE
"916","Nick Young needs to be in the whole 4th he's clutch","nick young",3,"needs","feel","people","lady","age","soul","needs","advertising","moms","youth",NA,0,TRUE
"917","All New Year's parties officially over, given the latest S&P downgrades, Greek talks stalling & Mideast chaos bubbling - just for starters.","all new years parties",5,"officially","officially",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,TRUE
"918","Off work now it's time for this #workoutflow then eat :)","off",2,"work",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
"919","It was perfect, fits the culture, unique style of stadium and fans in Miami...they should be embarrassed for bringing Ali out","it was perfect fits the culture unique style of stadium and fans in miamithey should be",17,"embarrassed","fun","fine","able",NA,NA,NA,NA,NA,NA,NA,0,FALSE
"920","Interesting, thanks for sharing.","interesting thanks for",4,"sharing","the","following","making","sharing","being",NA,NA,NA,NA,NA,0.0199999999967986,TRUE
"921","i really want to quit track at this point:(","i",2,"really",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
"922","omg u finally got on twitter","omg u finally got",5,"on","new","back","see","thing","good","first","m","go","like","much",0.0100000000020373,FALSE
"923","Love it!","love",2,"it","much","see","love","hate","song","know","even","u","work","first",0.0200000000040745,FALSE
"924","Lets keep it going Pastry world !!!!!!!!1","lets keep",3,"it","going","good","got","us","music","work","getting","way","working","talking",0.0199999999967986,FALSE
"925","At Univ of Maryland to honor the last class of my fav prof from college. Humanities courses can make all the difference -even for bio majors","at univ",3,"of","maryland",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0100000000020373,FALSE
"926","RT : Army Strong Remix!!! Ft Too #STRONG . Be On The Lookout!!!","rt",2,"army","im","just","great","dont","hope","now","follow","rt","new","one",0,FALSE
"927","Ugh let me blow some skunk","ugh",2,"let","im","school","okay","beautiful","let","jealous","half","consolation","drag","knowlong",0,TRUE
"928","Misty morning in #harlem. Sipping the brown stuff and preparing for a full day of #yoga for all ages.","misty morning in sipping the brown stuff and preparing for a",12,"full","few","new","long","full","drink",NA,NA,NA,NA,NA,0.0299999999988358,TRUE
"929","There is a sanctity involved with bringing a child into this world, it is better than bombing one out of it.","there",2,"is",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
"930","What is your opinion of pop-up events? These are events that are created by word of mouth and pulled together a la flash mob.","what is your opinion of popup events these are events that are created by word of mouth and pulled together a",22,"la","miss","really","can","la","room","asap","naaames","reup",NA,NA,0.0100000000020373,TRUE
"931","I need to shave my legs.. But yk.. I prolly won't. lol","i need to shave my legs but yk i",10,"prolly","prolly",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0199999999967986,TRUE
"932","My desk is super organized at work. I have everything in one big pile.","my desk is super organized at work",8,"i","now","today","hard","send","just","think","day","week","im","rt",0.0100000000020373,FALSE
"933","Where was this sunshine yesterday ?? Froze my ass off at Thunder Over Louisville and missed the Big Yankee Rally at Beantown !!!","where was this sunshine yesterday froze my off",9,"at","ass",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0200000000040745,FALSE
"934","They Probably felt bad that his birthday was all the way in July..","they probably felt bad",5,"that","ass","thought","now","go","birthday","time","really","dont","getting","hell",0.0199999999967986,FALSE
"935","And we're rolling. Vice Chairman Cliff Illig on the podium giving opening remarks.","and",2,"were",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
"936","Always! Lol RT : Lmao twitter is getting ready to be hilarious..theres some salty ass ppl and some ppl getting excited..love it","always lol rt",4,"twitter","im","just","great","dont","hope","now","follow","rt","new","one",0,FALSE
"937","The only way to do great work is to love what you do. And if you haven't found it yet, don't settle. -Steve Jobs","the only way to do great work is to love what",12,"you","you",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0100000000020373,TRUE
"938","writing about high school basketball and watching college basketball. Go Irish!!","writing about high school basketball and watching college basketball go",11,"irish","follow","home","go","get","back","see","look","heat","last","sleep",0,FALSE
"939","Me & have a super awesome summer planned. California, Nashville, Florida... I hope everything works out <3","me have a super awesome summer planned california nashville",10,"florida","florida",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0199999999967986,TRUE
"940","follow me back .","follow me",3,"back","please","back","on",NA,NA,NA,NA,NA,NA,NA,0.0100000000020373,TRUE
"941","haha way to go, my last name is in my twitter name :o haha","haha way to",4,"go","go",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0199999999967986,TRUE
"942","Why the fuck are girls always so moody","why the are girls",5,"always","dont","can","love","well","always","will","world","lot","putting","stick",0,TRUE
"943","Watching American Idol","watching american",3,"idol","way","considered","breakfast","eagle","folklife","history","idol","samoa","small","whiskey",0.0100000000020373,TRUE
"944","Are they giving out medals in Vancouver or tea saucers? Good lord those things are large!","are they giving out",5,"medals","us","free","away","thanks","opening","reputation","board","cereal","effing","medals",0.0200000000040745,TRUE
"945","It seems some people have been saying bad things about us online. I will not be fooled and click the link.","it seems some",4,"people","like","people","thought","call","way","working","live","attract","control","flipflopped",0.0199999999967986,TRUE
"946","you raise me up","you",2,"raise",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
"947","preach that shit!","preach",2,"that","shit",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,FALSE
"948","True! So we are up to 6%","true",2,"so","value","now","think","rt","good","love","ever","true","need","eat",0.0199999999967986,FALSE
"949","Watching Dave chappelle show season 2 instead of going to church","watching dave chappelle show season instead of",8,"going","going","im","can","extra","google","opening","arrested","birdsong","mud","relative",0.0100000000020373,TRUE
"950","awww well come and visit me and the new bambino in Encinitas anytime. staff #roadtrip!","awww well come and visit me and the new bambino",11,"in","encinitas",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0199999999967986,FALSE
"951","Summer is almost here. I'm ready for bball camps, recruiting, a lot of fishing, and some country music.","summer is almost here im ready for bball camps recruiting a lot of",14,"fishing","people",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,FALSE
"952","Politicalspeak is frustrating.","politicalspeak",2,"is",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
"953","right on - be there soon.","right",2,"on","now","direction","next","lol","around","know","back","im","thing","make",0.0199999999967986,FALSE
"954","Eat, Pray Love tonite","eat",2,"pray","much","great","food","breakfast","lots","big","pizza","pussy","pray","sigh",0,TRUE
"955","I wish! Can't go this year but am eagerly waiting to see who wins. If you get in, take pics! ...If they let you","i wish cant go this year but am eagerly waiting to see who wins if you get in take",20,"pics","night","back","care","though","one","joy","show","place","away","look",0.0100000000020373,FALSE
"956","somedays I want to be a cowboy","somedays i",3,"want",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
"957","Brenda Brenda Brenda Brenda Brenda Brenda is asking advice @ going to Hawaii. Going on business trip to Oahu. Should I go to another isla..","brenda brenda brenda brenda brenda brenda is asking advice going",11,"to","bed","go","great","tomorrow","tonight","win","sleep","trouble","get","back",0,FALSE
"958","hahaha yess, yes he does X ]","hahaha yess yes he does",6,"x","yes","rt","can","maam","sir","go","know","just","glad","sure",0.0200000000040745,FALSE
"959","lol i was getting mad at u...i thought i was talking to myself#mean mug","lol i was",4,"getting","able","in","just","going","gonna","the","at","very",NA,NA,0.0199999999967986,FALSE
