"","origLine","wordsToPredictBy","wordNoToTest","testWord","prediction1","timeToPredict","Correct","prediction2","prediction3","prediction4","prediction5","prediction6","prediction7","prediction8","prediction9","prediction10"
"701","LEAVING KANSAS BEHIND","leaving kansas",3,"behind","city",0.0199999999967986,TRUE,"saturday","medical","behind","person","lake","star","weekends","lithuania",NA
"702","The best gift I ever got was when my dad, an MLB scout, took me to Cincinnati Reds stadium. We got to go in for batting practice. Roy Oswalt, a pitcher for the Philadelphia Phillies, was walking to the outfield, and I ran down and asked for his autograph. Ray said, “I’ll give you mine only if you give me yours!” That is that best gift I ever got, and I will always remember that.","the best gift i",5,"ever","ever",0,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
"703","That's not to say that an Exelon-Constellation merger is a great thing. It still takes a corporate headquarters out of Baltimore, and as EDF officials have pointed out, it greatly diminishes the chances for the construction of a new nuclear reactor at Calvert Cliffs and will almost certainly result in the loss of high-paying jobs here. But the criteria on which the Public Service Commission can judge this deal are narrow: Does it provide benefits for BGE customers, does it produce no harm for them, and is it in the public interest? With the terms Mr. O'Malley secured, the commission should be able to answer all three in the affirmative.","thats not to say that an exelonconstellation merger is a great thing it still takes a corporate headquarters out of baltimore and as edf officials have pointed out it greatly diminishes the chances for the construction of a new nuclear reactor at calvert cliffs and will almost certainly result in the loss of highpaying jobs here but the criteria on which the public service commission can judge this deal are narrow does it provide benefits for bge customers",79,"does","will",0,FALSE,"without","said","get","us","team","use","become","always","hard"
"704","But Gladis gets to show his bad-guy side on Sunday's ""Leverage"" (9 p.m., TNT). In “The 15 Minutes Job,” Gladis plays a sleazy public relations consultant, who becomes a target of Nate Ford (Timothy Hutton) and his team, as they use his own scummy methods against him. I spoke with Gladis over the phone recently, as he talked about his role on the filmed-in-Portland ""Leverage,"" the awesomeness of Portland restaurants and whether we may see Paul Kinsey returning to ""Mad Men."" Questions and answers have been edited for brevity and clarity.","but gladis gets to show his badguy side on sundays leverage pm tnt in “the minutes job” gladis plays a public relations consultant who becomes a target of nate ford timothy hutton and his team as they use his own scummy methods against him i spoke with gladis over the phone recently as he talked about his role on the filmedinportland leverage the awesomeness of portland restaurants and whether we",71,"may","will",0.0300000000061118,TRUE,"used","school","us","museum","area","new","may","deal","much"
"705","37348 Ingraham Street, $735,000, 03-09-12, 3,289 SF, 5 BR","ingraham street",3,"sf","band",0,TRUE,"journal","sf","will","deal","well","near","children","car","brewery"
"706","While not a pivotal moment in the campaign, the absences added to the drip-drip-drip on DeWine. Brown won the election.","while not a pivotal moment in the campaign",9,"the","week",0.0199999999967986,FALSE,"season","spending","making","including","former","setting","promise","winter","trail"
"707","ZZ Top and 3 Doors Down: with Gretchen Wilson and Leroy Powell & the Messengers, 7 p.m. June 27. $25-$75.","zz top and doors down with gretchen wilson and leroy powell",12,"the","edges",0.0400000000008731,FALSE,"failed","bayside","messengers",NA,NA,NA,NA,NA,NA
"708","Whatever we may owe Schenck as a Black Republican leader, pay him in money and send him to Dayton. His is no doubt an honorable man, a brave man, but when he talks of clearing the fog from around his name at the next opportunity, the soldiers under him feel that it is to be an any hazard of life to them, and they do not feel willing to needlessly sacrifice their lives to raise to the surface a politician who has gone under.","whatever we may owe schenck as a black republican leader pay him in money and send him to dayton his is no doubt an honorable man a brave man but when he talks of",35,"clearing","said",0.0199999999967986,TRUE,"saying","set","fell","thought","ongoing","favorites","clearing","chrysler","irans"
"709","""Moreso than the surfaces being different, I've been playing well and have been very confident,"" he said. ""I feel like my results are going to be very solid. Grass is a surface that players play the least on. There aren't that many tournaments, but there's two massive events on grass this year (in addition to its traditional tourney, Wimbledon will be the site of the Olympics tennis competition). I have done well on clay, but I do think I can play on grass as well.""","moreso than the surfaces being different ive been playing well and have been very confident he said i feel like my results are going to be very solid grass is a surface that players play the least on there arent that many tournaments but theres two massive events on grass this year in addition to",56,"its","the",0,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
"710","However, while there's still a lot to love about House of Prime Rib, I'm afraid that success may finally be spoiling it.","however",2,"while","many",0.0100000000020373,FALSE,"now","said","district","two","state","didnt","trying","ceo","im"
"711","""They've been largely compliant,"" Boyd added. For now, the plan is to let them stay, ""As long as they are peaceful and respectful of the rights of all the users of the plaza.""","theyve been largely compliant boyd added",7,"for","jobs",0.0199999999967986,FALSE,"now","dont","going","points","later","another","home","community","company"
"712","Tom was born in Cassville, Mo., to John and Mable Mae (Peacock) Herd. The family moved to Gresham, where he graduated from Gresham High School in 1953.","tom was born in cassville mo to john and mable mae peacock herd the family moved",17,"to","new",0.0300000000061118,FALSE,"monday","us","state","back","last","home","away","life","top"
"713","I don't even talk to my neighbors because my neighbors don't talk to me. I have never been so, I guess, dishonored. My mother who is like 78, out in the yard picking stuff and people don't talk to her. I would never walk by a person who was older than me and not pay them the respect. It's almost like we are an inconvenience, like ""You were here. Yes, we know you were here. But now we're here.""","i dont even talk to my neighbors because my neighbors dont talk to me i have never been so",20,"i","happened",0.0199999999967986,FALSE,"made","say","seen","won","gets","given","imagined","know","got"
"714","The government's Institute of the Sea says it found nearly 600 dead birds, mostly pelicans but also gannets, along a 43-mile (70-kilometer) stretch.","the governments institute",4,"of","government",0.0299999999988358,FALSE,"california","orange","arts","supply","social","sea","global","innovation",NA
"715","With ""the City"" badly battered, East Bay power brokers were convinced they could seize the limelight and replace San Francisco as the premier area of the West.","with the city badly battered east bay power brokers were convinced they could seize the",16,"limelight","issue",0.0100000000020373,TRUE,"limelight",NA,NA,NA,NA,NA,NA,NA,NA
"716","The double play stung that much more when Cabrera doubled and Travis Hafner and Carlos Santana walked. Jack Hannahan watched a 2-2 fastball start inside, then veer back over the corner for the strikeout.","the double play stung",5,"that","much",0.0199999999967986,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
"717","McCaskill hopes that, come November, voters will avoid blaming her.","mccaskill hopes",3,"that","come",0.0300000000061118,FALSE,"city","last","change","schools","winning","centers","expand","rebound","link"
"718","Since November, the RNC has paid Brown's company, Dynamic Marketing Inc., about $19,000 for printing and direct-mail services, campaign spending reports show. He has contributed several thousand dollars to the party.","since november the rnc has paid browns company dynamic marketing inc about for printing and directmail services campaign",19,"spending","week",0.0199999999967986,TRUE,"season","spending","making","including","former","setting","promise","winter","trail"
"719","Faith, a fellow St. Charles Republican, confirmed Thursday that she's considering running for mayor.","faith a fellow st charles republican confirmed thursday",9,"that","afternoon",0,FALSE,"night","may","morning","street","city","state","pm","last","house"
"720","The first, airing 8 p.m. Sunday on KMBC, is based on the Mitch Albom best-seller “Have a Little Faith,” about an inspirational rabbi and preacher Albom knew.","the first airing pm sunday on kmbc is based on the",12,"mitch","road",0,FALSE,"ballot","floor","other","street","way","side","new","field","right"
"721","""You can just sense style in a person,"" she said. ""Even if it's a pair of jeans and a T shirt, there's just something they exude. It's being comfortable in your own skin.""","you can just sense style in a person she said even if its a pair",16,"of","of",0.0100000000020373,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
"722","She was in good health and was reunited with her family, the detective said.","she was in good health and was reunited with her family the",13,"detective","and",0.0499999999956344,FALSE,"is",NA,NA,NA,NA,NA,NA,NA,NA
"723","MIT and Harvard officials emphasized that they would use the new online platform not just to build a global community of online learners but also to research teaching methods and technologies. Online courses with thousands of students give researchers the ability to monitor students' progress, they said, identifying what they click on and where they have trouble. Already, a researcher from the Harvard Graduate School of Education, using the MIT Circuits course, found that students overwhelmingly preferred to read the handwritten notes of Agarwal rather than the same notes presented on PowerPoint.","mit and harvard officials emphasized that they would use the new online platform not just to build a global community of online learners but also to research teaching methods and technologies online courses with thousands",36,"of","of",0.0100000000020373,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
"724","Orders for parts for new turbines are directly related to that tax, Gramlich said, but Congress won't extend the credit for more than a couple of years at a time. And the statistical evidence over the decade shows that when the credit expires, orders for new turbines drop by 73 percent to 93 percent.","orders",2,"for","will",0.0199999999967986,FALSE,"new","getting","customers","paid","rose","check","parts","lengthy",NA
"725","As for Varejao's ability to play for Brazil in the Olympics this summer, Scott said Grant and Varejao would have to have that conversation.","as for varejaos ability to play for",8,"brazil","minutes",0.0500000000029104,FALSE,"game","team","first","good","well","role","said","get","also"
"726","Data released by the Energy Information Administration in March shows that crude oil production on public lands onshore was at its highest level since 2003.","data released by the energy information administration in",9,"march","will",0.0299999999988358,TRUE,"come","help","last","plus","march","firms","guide","moved",NA
"727","For those who favor strict enforcement of immigration laws, the only option is deportation. But advocates say that will only divide families and tear a hole in one of the state’s close-knit immigrant communities.","for",2,"those",NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
"728","""Each commissioner handles cases across many industries,"" the statement noted.","each commissioner",3,"handles","said",0.0100000000020373,TRUE,"will","chris","dr","david","paul","robert","gary","handles",NA
"729","Experts from the Salem Police and Fire departments are involved in the investigation into the fire, which took place at 1375 Cross St. S.E., said Lt. Dave Okada, a Salem police spokesman.","experts from the salem police and fire departments are involved in the investigation into the fire which took place at cross st se",24,"said","said",0.0199999999967986,TRUE,"washington","rd","harrison","kellogg","puede",NA,NA,NA,NA
"730","Beckham's home run started a wild half of the third inning for the Sox.","beckhams home run started a wild",7,"half","half",0,TRUE,"things","well","east","green","scenic","fish","pitch","mouse","parrots"
"731","Tim Collins, the fifth Royals pitcher, pitched 1 1/3 innings for the win.","tim collins the fifth royals pitcher pitched innings for the",11,"win","first",0.0100000000020373,FALSE,"next","second","state","past","year","us","rest","season","big"
"732","But the reluctant Vikings aren't his only challenge. He also needs to persuade the Legislature, the Minnesota Timberwolves and at least six more City Council members to endorse the plan. And, he's battling the calendar and a public skeptical of more taxes.","but the reluctant vikings arent his only challenge he also needs to persuade the legislature the minnesota timberwolves and at least six more city council",26,"members","members",0.0200000000040745,TRUE,"wanted","said","monday","president","also","people","april","issued","member"
"733","Survivors also include a daughter, Ashley Toler of Dacula; a son, Russell Fleeman of Dacula; his mother Bonnie Fleeman of Lawrenceville; two sisters, Faye Sammons of Lawrenceville and Donna Mitchell of Dacula; and three grandchildren.","survivors also include a daughter ashley toler of dacula a son russell fleeman of dacula his mother bonnie fleeman of lawrenceville two sisters faye sammons of lawrenceville and donna mitchell of",32,"dacula","canyon",0.0299999999988358,TRUE,"dacula","boggs",NA,NA,NA,NA,NA,NA,NA
"734","Amid fears of future mega-quakes on the West Coast and mega-hurricanes in the Southeast, ""my personal pessimistic opinion is it's going to take another disaster in a place where people don't expect it"" to spur the federal government to act decisively on catastrophe insurance, she said.","amid fears of future megaquakes on the west coast and",11,"megahurricanes","will",0.0299999999988358,TRUE,"said","guard","north","college","declined","europe","caribbean","exporting","megahurricanes"
"735","A quick online search demonstrated some of the near-legendary memories attached to those tournaments. On its alumni website, McBride High School gives major kudos to its team that won the 1939 Normandy tournament (and later the state championship). In Earl Austin's eulogy to former Sumner High basketball star and NCAA scoring champion Marshall Rogers, one of the career highlights listed was Rogers' 33 points against Webster Groves in the Normandy tournament's 1969 championship game.","a quick online search demonstrated",6,"some","warrants",0.0199999999967986,FALSE,"home","warrant","committee","missing","child","talented","nfl","demonstrated","dunkin"
"736","PAPAGO PARK","papago",2,"park","park",0.0100000000020373,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
"737","This has been the longest week of Jason Pierre-Paul’s NFL career.","this has been the longest week",7,"of","later",0.0299999999988358,FALSE,"ago","said","got","want","monday","since","can","good","put"
"738","Petersen speaks fondly of his time in Oregon. He is well-remembered. He not only left them laughing in the Willamette Valley, he also left an impression.","petersen speaks fondly of his time in oregon he is wellremembered he not only",15,"left","do",0.0400000000008731,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
"739","If I had to guess, I'd say planning to go barefoot at the Running of the Bulls.","if i had to guess id say planning to go",11,"barefoot","to",0.0100000000020373,FALSE,"back","through","it","with",NA,NA,NA,NA,NA
"740","“We heard the noise. We didn't know what was going on so we jumped out of bed, one took the front door, one took the back door and that's where it was, but I didn't see anybody when I got there because they already took what they wanted and left,” says carol Vaidee.","“we heard the",4,"noise","police",0,FALSE,"got","two","place","point","three","every","made","plans","right"
"741","So it is encouraging that Gov. Jerry Brown is, like Gov. Arnold Schwarzenegger before him, appointing jurists that are more reflective of California's composition. Brown, in fact, deserves credit for having placed a new emphasis on diversity in bench appointments during his two terms as governor in the 1970s. But that was three decades ago. Why is there still such a lag?","so",2,"it",NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
"742","No it wasn’t. It was a crazy, paranoid question. Four years ago, when a woman at one of his rallies began to rant about Barack Obama being an anti-American Muslim, presidential candidate John McCain took the microphone away and said she was wrong. Obama was a good American and a good family man with whom he simply disagreed, McCain said.","no it wasn’t it was a crazy paranoid question four years ago when a woman at one of his rallies began to rant about barack obama being an antiamerican muslim presidential candidate john mccain took the microphone away and said she was wrong obama was a good american and a good",52,"family","enough",0.0199999999967986,FALSE,"idea","and",NA,NA,NA,NA,NA,NA,NA
"743","Before graduating UC Santa Barbara in 1969, he joined the ROTC and served a stint in the Army, which might seem another stereotype-breaker for poet, but Mallory sees no contradiction. ""I love my country, why can't I also be a poet?"" Mallory said.","before graduating uc santa barbara in he joined the rotc and served a stint in the army which might seem another stereotypebreaker for poet",25,"but","mallory",0.0100000000020373,FALSE,"arthur",NA,NA,NA,NA,NA,NA,NA,NA
"744","A 2001 state audit found that Freeman had mismanaged CMHA and that the agency's board of commissioners failed to provide strong oversight during her tenure. The report noted excessive travel benefits, millions of dollars in unjustified spending and poor record-keeping.","a state audit found",5,"that","guilty",0.0299999999988358,FALSE,"dead","percent","get","best","area","information","man","ways","much"
"745","""Like Rip Van Winkle, the legendary character created by the New York author Washington Irving, New York has slept through much of the past decade, while the rest of the world has passed us by.""","like rip van winkle the",6,"legendary","legendary",0.0200000000040745,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
"746","Organizers worked Sunday to free 18 of the Occupy Denver protesters charged with misdemeanors after Saturday's clashes with police.","organizers worked sunday to free of the occupy denver protesters charged with misdemeanors after saturdays clashes with",18,"police","police",0.0299999999988358,TRUE,"obsessively",NA,NA,NA,NA,NA,NA,NA,NA
"747","Titanic lies on the deep ocean floor 370 miles southeast of Newfoundland, just south of wherethe North American continental shelf begins to rise.","titanic lies on the deep ocean floor miles southeast of newfoundland just south of wherethe",16,"north","north",0.0199999999967986,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
"748","Dark Horse was a machine with oversize collections of Conan, which originally were published by Marvel, and a ton of others including repackaging ""Star Wars,"" ""Aliens"" ""Buffy the Vampire Slayer"" and a very cool collection of Harvey kids comics from the 1950s and '60s: ""Casper,"" ""Hot Stuff"" and ""Baby Huey.""","dark horse",3,"was","council",0.0100000000020373,FALSE,"way","park","ever","show","association","racing","crossing","loses","machine"
"749","Roberto Hernandez was placed on baseball's restricted list after he was arrested in the Dominican Republic on false identity charges last month. Authorities have said Hernandez is 31, three years older than he claimed.","roberto hernandez",3,"was","three",0.0199999999967986,FALSE,"placed","punctuated",NA,NA,NA,NA,NA,NA,NA
"750","ø""I don't know. We have to figure that out. Some way, somehow,"" Anthony said. Everybody's got to do it.","�i dont know we have to figure that out some way somehow anthony said",15,"everybodys","statement",0.0299999999988358,FALSE,"will","monday","thats","many","weve","think","one","state","hes"
"751","El Camino Real and Santa Cruz Avenue, 8:20 p.m.: A 40-year-old man was cited for driving with a suspended or revoked license.","el camino real and santa cruz avenue pm a yearold man was cited for driving",16,"with","north",0.0100000000020373,FALSE,"able","area","according","car","utilities","felony","habits","influence","suspended"
"752","That fallback option was permitted under regional haze rules and gave PGE leverage to negotiate a smaller set of controls -- from $60 million to $90 million -- in exchange for early closure.","that fallback option was permitted under regional haze rules and gave pge leverage to negotiate a smaller set of controls from million to million in exchange for early",29,"closure","s",0.0200000000040745,FALSE,"saturday","sunday","today","march","next","spring","year","school","county"
"753","Salinger's other books don't equal the influence or sales of ""Catcher,"" but they are still read, again and again, with great affection and intensity. Critics, at least briefly, rated Salinger as a more accomplished and daring short story writer than John Cheever.","salingers other books dont equal the influence or sales of catcher but they are still read again and again with great affection",23,"and","intensity",0.0299999999988358,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
"754","Oakland Township","oakland",2,"township","month",0.0199999999967986,TRUE,"university","step","township","calif","chamber","mills","athletics","pancake","meanwhile"
"755","So I thought I'd put together a list of my favorite baseball movies of all time. The two most important factors in compiling the list were that they had to be about baseball, and I had to be willing to watch them more than once.","so i thought id put together a list of my favorite",12,"baseball","things",0.0299999999988358,TRUE,"go","driver","baseball","food","dog","nesting","sports","tv","claims"
"756","“Do it. You’ve got to do it,” he said. “You’ve got to go through situations where you don’t have success to learn what you did wrong, the defining moments within a series where you have to find a way to get through it and be successful. That hasn’t happened here. I think we’ve added pieces over the last couple years that have been through that a little bit and that’s going to help this time around.","“do it you’ve got to do it” he said “you’ve got to",13,"go","be",0.0100000000020373,TRUE,"go","do",NA,NA,NA,NA,NA,NA,NA
"757","Coming off a wave election of their own in 2010, Republicans need to add only four Senate seats (three, if they win the White House) to regain the majority. First-termers like Brown are prime targets, especially if they're also from states like Ohio, where President Barack Obama's approval ratings are underwater. Brown's unapologetic liberalism and often zealous partisanship make him an especially inviting target. In 34-year-old Ohio Treasurer Josh Mandel, the GOP has a challenger with a strong personal story, little public record to attack, a proven ability to raise money and a willingness -- shown in 2010 -- to do whatever it takes to win.","coming off a wave election of their own in republicans need to add only four senate seats three if they win the white house to regain the majority firsttermers like brown are prime targets especially if theyre also from states like ohio where president barack obamas approval ratings are underwater browns unapologetic liberalism and often zealous partisanship make him an especially inviting target in yearold ohio treasurer josh mandel the gop has a",74,"challenger","lot",0.0200000000040745,FALSE,"major","long",NA,NA,NA,NA,NA,NA,NA
"758","134 TIMBER RUN CT $165,000","timber run",3,"ct","eli",0.0299999999988358,FALSE,"season","four","office","around","huge","school","members","two","kick"
"759","24 Change a paint color in a small area like a hall, bathroom or bedroom. Go coastal with colors like Skylight, Skimming Stone and Parma Gray. In the fall you can change it back - if you really want to. (us.farrow-ball.com)","change a paint color in a small area like a hall bathroom or bedroom go coastal with colors like skylight skimming stone and parma gray in the fall you can change it back if",35,"you","time",0.0199999999967986,FALSE,"home","ambitions","forth","recession","year","now","district","see","many"
"760","Cory Richard Strevig, 26, of the 600 block of Emmy Dee Drive, was picked up by the Harford County Sheriff's Office Wednesday and charged in connection with burglaries in Fallston on Feb. 1, Feb. 10 and Feb. 16.","cory richard strevig of the block of emmy dee drive was picked up by the harford county sheriffs office wednesday and",22,"charged","night",0.0299999999988358,FALSE,"said","council","us","police","officer","put","likely","every","member"
"761","Her own parents divorced in her childhood, and Lilly Valgerdur spent four months in a Reykjavik children's home. When she was reunited with her father and brother, 12-year-old David promised his little sister that one day he would tear the place down.","her own parents divorced in her childhood and lilly valgerdur spent four months in a reykjavik childrens home when she was reunited",23,"with","with",0.0100000000020373,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
"762","""That's the biggest selling point of the bill,"" Patton said.","thats the biggest selling point",6,"of","guard",0.0199999999967986,FALSE,"will","want","game","since","fall","end","bill","community","turn"
"763","""That was a much tougher, grimmer speech than this will be,"" he said. ""This one will be serious, but optimistic.""","that was a much tougher grimmer speech than this",10,"will","said",0,TRUE,"will","night","issue","goal","often","noting","writing","went","cameron"
"764","But two months ago, the country's top religious body, the Ulema Council, issued an edict that men are ""fundamental"" and women ""secondary,"" and barred women from mingling with men in schools or the workplace. Afghan President Hamid Karzai appeared to embrace the ruling, setting off an international outcry.","but two months ago the countrys top religious body the ulema council issued an edict that men are fundamental and women secondary and barred women from mingling with men in schools or the workplace afghan president hamid karzai appeared to embrace the",43,"ruling","ruling",0.0300000000061118,TRUE,"guardiola",NA,NA,NA,NA,NA,NA,NA,NA
"765","""He wasn’t trying to hurt anybody but himself,"" Osadacz’s sister, Deborah Behen, said. The weekend before the crash, Behen said, Osadacz sought admission to a mental health clinic, but was told no beds were available.","he wasn’t trying to hurt anybody but himself osadacz’s sister deborah behen said the weekend before the crash behen said osadacz sought admission to a mental health clinic but was told no",33,"beds","reporters",0.0299999999988358,FALSE,"judge","crowd","time","years","get","people","thats","city","can"
"766","Durga Nath takes out a battered suitcase filled with snake charmer memorabilia. He once traveled to Japan (a real ""snakes on a plane"") for a charmer publicity stunt, appeared in the 2010 Commonwealth Games' opening ceremony, and was summoned by authorities in 1999 when Hindu right-wingers threatened to release several slithery specimens during an India-Pakistan cricket match.","durga nath takes out a battered suitcase filled with snake charmer memorabilia he once traveled to japan a real snakes on a plane for a charmer publicity stunt appeared in the commonwealth games opening ceremony and was summoned by authorities in when hindu rightwingers threatened to release",48,"several","school",0.0199999999967986,TRUE,"first","jail","party","don","anything","several","flavor","holt","pleased"
"767","Kangas and colleagues have been experimenting with algae scrubbers for several years, testing them in the Susquehanna River, on the Eastern Shore and in Virginia.","kangas and colleagues have been experimenting with algae scrubbers for several years testing them in the susquehanna river on the eastern shore and",24,"in","said",0.0299999999988358,FALSE,"virginia","boulevard","visits",NA,NA,NA,NA,NA,NA
"768","That's not to say anyone should sink his or her entire nest egg into technology stocks. If you have a diversified mutual fund portfolio, you probably own many of the growth companies that dominate the Nasdaq, and that's the safest way to participate in this new New Economy.","thats not to say anyone should sink his or her entire",12,"nest","team",0.0300000000061118,FALSE,"us","country","back","pay","event","town","process","series","families"
"769","First accessories, lamps and decorative items; then linens; then adult linens, then clothing, then high-end jewelry.","first accessories lamps and decorative items then linens then adult linens then clothing then highend",16,"jewelry","jewelry",0.0199999999967986,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
"770","Seattle is really known for two things: coffee and tech geeks. And I’ve never seen those two worlds collide in such beautiful harmony — like peanut butter meeting chocolate in a Reese’s cup — than the newly-created “Textspresso” machine from Seattle cloud texting startup Zipwhip.","seattle is really known for two things coffee and tech geeks and i’ve never seen",16,"those","happen",0.0100000000020373,FALSE,"president","two","since","council","us","pm","look","major","town"
"771","Last month, the city gave layoff notices to nearly half its workers as it prepares to outsource services. That same day, a worker set to receive that layoff notice apparently jumped from the roof of City Hall, bringing the issue wide attention.","last month the city gave layoff notices to nearly half its workers as it prepares to outsource services that same day a worker set to receive that layoff notice apparently",31,"jumped","though",0,TRUE,"end","agreed","jumped","killing","matt","unaware",NA,NA,NA
"772","Emanuel's proposal could relax historic landmark rules to allow more in-stadium advertising and even add a Jumbotron in right field. Inside a refurbished Fenway, there are now more than 50 corporate ads, including three lighted signs, three big screens in the outfield and electronic signs lining the grandstand.","emanuels proposal could relax historic landmark rules to allow more instadium advertising and even add a jumbotron in right field inside a refurbished fenway there are now more than corporate ads including three",34,"lighted","years",0.0299999999988358,FALSE,"months","times","weeks","days","hours","games","people","five","made"
"773","""The Voice"" never approached ""American Idol"" viewership, topping out with about 14 million viewers and averaging about 11 million. Neither did ""The X Factor""; although Cowell boasted that the show would draw 20 million, it actually averaged closer to 12 million.","the voice never approached american idol viewership topping out with about million viewers and averaging about million neither did the x factor although cowell boasted that the show would draw million it",33,"actually","first",0.0199999999967986,FALSE,"year","million","according","euros","people","tax","jobs","budget","americans"
"774","Smale took over as chairman — GM's first outside chairman since the 1930s — and made John F. Smith, who had successfully run GM's European business, the new chief executive.","smale took over as chairman — gms first outside chairman since the s — and made john f smith who had successfully run gms european business the",28,"new","union",0.0400000000008731,FALSE,"banks","community","manager","im","leisure","also","members","people","center"
"775","“Come on out to the Carmel Road Millville fairgrounds and support your favorite driver and the fair association.","“come on out to the carmel road millville fairgrounds and support your favorite driver and the",17,"fair","first",0.0200000000040745,FALSE,"health","other","government","man","cost","th","bar","players","history"
"776","The Seattle-based real estate website said 32.3 percent of Portland mortgage holders owed more than their homes were worth in the year's third quarter. That's down from 33.1 percent reported in the second quarter.","the seattlebased real estate website said percent of portland mortgage holders owed more than their homes were worth in",20,"the","million",0.0299999999988358,FALSE,"car","years","millions","risk","everything","players","given","houston","potential"
"777","Hiring, housing, consumer spending and manufacturing all appear to be improving, yet remain less than healthy. Economists surveyed by The Associated Press expect growth to pick up this year, though not enough to lower unemployment much.","hiring housing consumer spending and manufacturing",7,"all","data",0.0199999999967986,FALSE,"appear",NA,NA,NA,NA,NA,NA,NA,NA
"778","Players must pick five numbers from 1 to 56 plus a Mega number from 1 to 46. The odds of winning are 1 in about 176 million, according to the Mega Millions website. Each ticket costs $1. The largest Mega Millions jackpot ever won so far was $390 million in March 2007.","players must pick five numbers from to plus a mega number from to the odds of winning are in about million according to the mega millions website",28,"each","service",0.0100000000020373,FALSE,"said","states","make","state","first","became","official","huntington","ticket"
"779","After four years of living with their second-story sleeping porch shrouded in cardboard and blue plastic tarps, the couple finally completed a renovation off their master bedroom -- and lived to tell about it.","after",2,"four",NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
"780","I'd hazard to say that most of the dudes behind the ""Brokeback"" mashups haven't seen the film. No matter; having parodied it, they'll want to check it out. And I have a dream, see. I dream that somewhere out in Bushland people who missed ""Brokeback Mountain"" in theaters, either through their own fear or their neighborhood Cineplex's refusal to show it, will feel safe ordering it from Netflix and watching it in the privacy of their shag-carpeted living rooms, sandwiched between ""American Pie II"" and that sanctimonious exercise in sadomasochism, ""The Passion of the Christ."" Maybe they'll even toss in ""Evil Dead,"" just for chuckles.","id hazard to say that most of the dudes behind the brokeback mashups havent seen the film no matter having parodied it theyll want to check it out and i have a dream see i dream that somewhere out in bushland people who missed brokeback mountain in theaters either through their own fear or their neighborhood cineplexs refusal to show it will feel safe ordering it from netflix and watching it in the privacy",75,"of","time",0.0100000000020373,FALSE,"shagcarpeted",NA,NA,NA,NA,NA,NA,NA,NA
"781","South Carolina state Rep. Nathan Ballentine, a Wells Fargo mortgage officer in Chapin, S.C., was one of the first state legislators to endorse Romney - 11 months ago. Ballentine doesn't understand why his Republican peers aren't more bullish on Romney, who he says is just what the nation needs at this point in its history.","south carolina state rep nathan ballentine a wells fargo mortgage officer in chapin sc was one of the first state legislators to endorse romney months ago ballentine doesnt understand why his republican peers arent more bullish on romney",39,"who","said",0.0400000000008731,FALSE,"months","able","may","told","raised","christian","proposed","says","former"
"782","""When I was thinking of songs I was writing, I kept thinking about elementary school ... where we were all singing and banging on tambourines out of time,"" he says. ""I wanted to write sing-along community music stuff that anybody could play the tambourine to and join in with hand claps and oohs and aahs.""","when i was thinking of songs i was writing i kept thinking about elementary school where we were all singing and banging on tambourines out of time",28,"he","since",0,FALSE,"year","said","see","around","school","season","get","make","two"
"783","(Though not included in the retrospective, another Bogart classic, 1951's ""The African Queen,"" for which he won his only best actor Oscar, is arriving on DVD on March 23. The Technicolor film, directed by John Huston and also starring Katharine Hepburn, has been beautifully restored.)","though not included in the retrospective another bogart classic s the african queen for which he won his only best actor oscar is arriving on dvd on march the technicolor film directed by john huston and also starring katharine",40,"hepburn","hepburn",0,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
"784","- Victoria Pearson, designer and photographer","victoria pearson",3,"designer","designer",0.0100000000020373,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
"785","Tips: Watch for signs of altitude sickness, which include dizziness and shortness of breath.","tips watch for signs",5,"of","said",0.0299999999988358,FALSE,"three","east","posted","within","boot","lining","altitude","twisted",NA
"786","Coming in with the bases loaded and no outs, Weaver induced a sacrifice fly, struck out Miami's cleanup hitter and forced a pop up to avoid a potentially dangerous situation. Lasting two more innings, it was the only run he would allow. In similar previous outings, he had allowed multiple runs and walks.","coming in with the bases loaded and no outs weaver induced a sacrifice fly struck out miamis cleanup hitter and forced a pop up to avoid a potentially dangerous situation lasting two more innings it was the only run he would allow in similar previous outings he had",49,"allowed","to",0.0199999999967986,FALSE,"no",NA,NA,NA,NA,NA,NA,NA,NA
