"","origLine","wordsToPredictBy","wordNoToTest","testWord","prediction1","prediction2","prediction3","prediction4","prediction5","prediction6","prediction7","prediction8","prediction9","prediction10","timeToPredict","Correct"
"5806","Louisville (26-9) vs. Davidson (25-7), 11:40 a.m.","louisville vs davidson",4,"am","the","german","whites","jim","xmen","vladimir","aristotle","keg","ucla",NA,0.0400000000008731,FALSE
"5807","• Cocoa Beach Surf Co., 4001 N Atlantic Ave. (A1A) Cocoa Beach; (321) 799-9930 or www.cocoabeachsurfcompany.com","� cocoa beach surf co n",7,"atlantic","was","which","bef","ltd","sweetgrass",NA,NA,NA,NA,NA,0.0300000000006548,FALSE
"5808","The rules now allow riders to exchange expired five-trip, seven-day and all-day ride passes, said Mary McCahon, a spokeswoman for the agency. The passes must be unused to be traded in; in other words, the agency won't grant a partial refund if there are four trips left on a five-trip ticket.","the rules now allow riders to exchange expired fivetrip sevenday and allday ride passes said mary mccahon a spokeswoman for the agency the passes must be unused to",29,"be","the","in","able","an","on","so","my","with","one","very",0.0599999999994907,FALSE
"5809","Elsewhere, North Carolina voters moved in the opposite direction from a string of states  Democratic-leaning places such as New York and Vermont as well as conservative Iowa  where same-sex marriage is now legal. Six states and Washington, D.C., now recognize gay unions.","elsewhere north carolina voters moved in the opposite direction from a string of states � democraticleaning places such as new york and vermont as",25,"well","the","then","it","that","we","in","he","they","is","you",0.0300000000006548,FALSE
"5810","""We had a good bill coming in,"" Grantham said. ""Now we don't. We have a wedge. ... That's unfortunate.""","we had a good bill coming in grantham said now we",12,"dont","that","the","and","is","if","but","for","have","to","it",0.0199999999986176,FALSE
"5811","On Sunday afternoon, the girl's father, Brandon Howard, showed up at the apartment after hearing about the fire. When friends told him what had happened, he broke down and rushed to the hospital.","on sunday afternoon the girls father brandon howard showed up at the apartment after hearing about the fire when friends told him what had happened",26,"he","to","been","the","no","my","not","never","one","an","so",0.0300000000006548,FALSE
"5812","""This is more than just a job,"" Wagner said. ""Everyone works for everyone else. We expect and demand mutual respect. Most of our best friends are here at the firm; we have never had a significant spin-off.""","this is more than just a job wagner said",10,"everyone","the","house",NA,NA,NA,NA,NA,NA,NA,NA,0.0300000000006548,FALSE
"5813","Van Dijk said that for San Diego, areas of improvement could include trying to lower the rate of children living in poverty. The study found 19 percent of San Diego's children live below the federal poverty line compared with 13 percent nationwide.","van dijk said that for san diego areas of improvement could include trying to lower the rate of children living in poverty the study found percent of san diegos children live below the federal",35,"poverty","same","first","most","world","time","other","way","end","last","best",0.0299999999988358,FALSE
"5814","-- Staub, then going by Beverly Merrill, placed one of the calls to the father of the man who was kidnapped, demanding $25,000.","staub then going by beverly merrill placed one of the calls to the",14,"father","the","be","do","get","make","see","have","go","me","my",0.0200000000004366,FALSE
"5815","Detectives asked him to describe the voice he said he hears.","detectives asked him",4,"to","the","to","and","in","he","as","but","that","we","for",0.0300000000006548,TRUE
"5816","SNOW CANNONS WORKING OVERTIME","snow",2,"cannons","is","of","are","that","and","our","with","seems","already","cold",0.0100000000002183,FALSE
"5817","Thistledown has 122 days of live racing this year, with its season ending Nov. 5. Beulah Park has 122 racing programs, while River Downs had 93 days of live racing.","thistledown has days of live racing",7,"this","in","the","with","life","out","by","together","as","there","what",0.0299999999988358,FALSE
"5818","Gasoline prices continue to creep upward in New Jersey as the July 4th holiday approaches.","gasoline prices continue",4,"to","to","our","the","her","in","so","on","into","through","reading",0.0300000000006548,TRUE
"5819","""Christie is not arguing about dollars and cents. He’s saying they don’t owe anything, and he’s on unsound ground,"" said Martin Robins, a transportation expert at Rutgers University who was closely involved in planning the tunnel. ""I suggest we should be talking in terms of collaboration and reduction in the debt that he owes and that he caused by the stomping of this project.""","christie is not arguing about dollars and cents he’s saying they don’t owe anything and he’s on unsound ground said martin robins a transportation expert at rutgers university who was closely involved in planning the tunnel i suggest we should be talking in",44,"terms","about","to","on","and","they","with","true","straight","together","wyou",0.0200000000004366,FALSE
"5820","The Kings' financial constraints appear to be keeping them at Power Balance, even though they've pushed for a new arena for years. The city and NBA believe the Maloofs are wary of taking on the debt needed to finance their share of the downtown arena.","the",2,"kings","same","first","most","world","time","other","way","end","last","best",0.0299999999988358,FALSE
"5821","Although Police Director Garry McCarthy and the mayor both insist the police reorganization will provide for the same number of officers on the streets, finger-pointing continued today between the administration and the union.","although police director garry mccarthy and the mayor both insist the police reorganization will provide for",17,"the","the","much","her","an","people","better","legal","relief","healthcare","electricity",0.0299999999988358,TRUE
"5822","She said she's not worried that the O'Fallon facility would compete with the county park.","she said shes not worried that the ofallon",9,"facility","same","first","most","world","time","other","way","end","last","best",0.0200000000004366,FALSE
"5823","But Mr. Dixon was best known with secular audiences for his collaborations with Simon on the hit albums ""There Goes Rhymin' Simon"" and ""Live Rhymin'.""","but mr dixon was best known with secular audiences for his collaborations with simon",15,"on","the","my","her","me","their","this","some","his","you","an",0.0100000000002183,FALSE
"5824","Roschen said he went to New York City, where the practice has been ongoing, to learn about the strategy and came back to Los Angeles with a similar plan.","roschen said he went to new york city where",10,"the","of","and","iowa","council","is","it","that","we","as","police",0.0300000000006548,FALSE
"5825","“How we played against Prep, we brought it right to the first inning,” Peiser said.","“how we played against prep we brought",8,"it","are","have","were","had","will","can","all","need","could","got",0.0199999999986176,FALSE
"5826","BUSINESS NETWORK INTERNATIONAL: Givers Gain Chapter, 11:30 a.m.-1 p.m. Dec. 15, Bellabrations Banquet Center, 235 Jungermann Road, suite 101, St. Peters. For more information, call Laura Bieker at 314-704-4183.","business network international givers gain chapter am",8,"pm","in","the","of","we","and","with","one","two","im","beginning",0.0300000000006548,FALSE
"5827","Stafford is the first Lion and the ninth quarterback -- four straight -- to win the award since its inception in 1998.","stafford",2,"is","has",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0100000000002183,FALSE
"5828","""It's hard for them to leave that,"" Chasse said.","its hard for",4,"them","me",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0200000000004366,FALSE
"5829","The local precinct leaders will meet April 11 to formally select nominees. Each candidate will have five minutes to speak, and then precinct committee officers will hold a series of votes to pick their top three candidates.","the local precinct leaders will meet april to formally select nominees each candidate will have five minutes to speak and",21,"then","be","his","watch","to","of","in","for","is","can","he",0.0499999999992724,FALSE
"5830","Yipit.com: Aggregates deals by city, and you can limit to travel.","yipitcom aggregates deals by city and",7,"you","of","and","iowa","council","is","it","that","we","as","police",0.0300000000006548,FALSE
"5831","No matter which team wins or loses, Petchak said he is determined to come out ahead.","no matter which team wins or loses petchak said he",11,"is","it","he","that","to","it","the","he","in","they","this",0.0299999999988358,FALSE
"5832","Colin White struggled early but at season's end was a solid presence on the blue line; still, at 34 and with his family living on the East Coast, it's hard to see him returning to the Sharks.","colin",2,"white","davis",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0600000000013097,FALSE
"5833","Roberts, a licensed pharmacist, said he never was concerned about a proliferation of new Walgreens stores in St. Charles and that the company's expansion in the area did not factor into his decision to get out of the pharmacy business.","roberts a licensed pharmacist said he never was concerned about",11,"a","about","that","with","their","but","when","him","because",NA,NA,0.0199999999986176,FALSE
"5834","Since Maryland beat the Brits to the punch, legalizing gay marriage earlier this month, there are no doubt a number of folks around here who'd like a scoop, or perhaps a double.","since maryland beat the brits to the punch legalizing marriage earlier this month there are",16,"no","is","are","was","were","and","will","it","in","would","for",0.0300000000006548,FALSE
"5835","Nice town; ""ruff"" politics. If constant bickering were an Olympic sport, Winter Park would be the perennial gold medalist. The latest news has the city fiercely fighting over where dogs should be allowed. There have been public meetings, e-mail campaigns, name-calling and even a three-page proposed ordinance that deals with ""fecal matter."" All of it comes to a head at a commission meeting later this month. You know, Winter Park really is an exquisite little town. Maybe some residents should take more time to enjoy it. Come to think of it, there may be some irony in complaints that dogs are the ones responsible for stinking up the place.","nice town ruff politics if constant bickering were an olympic sport winter park would be the perennial gold medalist the latest news has the city fiercely fighting over where dogs should be allowed there have been public meetings email campaigns namecalling and even a threepage",46,"proposed","few","little","lot","bit","good","new","great","couple","long","very",0.0300000000006548,FALSE
"5836","The 46-year-old Crockett didn't return a voice mail message Thursday. She was released on $85,000 bail.","the yearold crockett",4,"didnt","man","big","young","girl","piece","lake","manager","buddhist","neil",NA,0.0199999999986176,FALSE
"5837","Family: Wife, Jennifer, and three sons.","family wife jennifer and three",6,"sons","the","then","it","that","we","in","he","they","is","you",0.0300000000006548,FALSE
"5838","The Cuyahoga County Medical Examiner's Office expects to do an autopsy today on Evan Holmes.","the cuyahoga county medical examiners office expects to",9,"do","more",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0100000000002183,FALSE
"5839","The troubled company's new government-appointed board wants GM to change faster than it did under fallen CEO Fritz Henderson, and it will look for a replacement from outside the automaker's bureaucratic culture.","the troubled companys new governmentappointed board wants gm to change faster than it did under fallen ceo fritz henderson and it will look for a replacement from outside",29,"the","the","my","our","his","this","their","an","one","what","your",0.0299999999988358,TRUE
"5840","(05-01) 05:51 PDT BEIRUT, Lebanon (AP) --","pdt beirut lebanon",4,"ap",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
"5841","Tee times were moved up to avoid the threat of rain.","tee times were moved up",6,"to","to","on","in","from","into","my","it","and","out","back",0.0300000000006548,TRUE
"5842","Over at the Crissy Field Center, Ernesto Pepito, manager of youth leadership programs, said that connecting with nature changed his life.","over at the crissy field center ernesto pepito manager of youth leadership programs said that connecting with",18,"nature","to",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0200000000004366,FALSE
"5843","Early line: Falcons by 8.","early",2,"line","on","in","morning","as","or","evening","age","the","and","work",0.0100000000002183,FALSE
"5844","In remarks to the brief ceremony, university President Wim Wiewel said he was thrilled to see a construction crane rising over the campus, particularly over a project that struggled to get financing through the recession.","in remarks to",4,"the","the","be","do","get","make","see","have","go","me","my",0.0299999999988358,TRUE
"5845","Even so, this important book, by an exceptionally shrewd, sophisticated and deeply knowledgeable analyst, deserves a place on the short shelf of classics about modern Mexico that includes Alan Riding's ""Distant Neighbors"" and Paz's ""The Labyrinth of Solitude.""","even so this important book by an exceptionally shrewd sophisticated and deeply knowledgeable analyst deserves a place on the short shelf of",23,"classics","of","it","and","plus",NA,NA,NA,NA,NA,NA,0.0500000000010914,FALSE
"5846","Upon his return, Chavez accused his political adversaries of leading an international campaign aimed at raising doubts regarding his commitment to democracy.","upon his return chavez accused his political adversaries of leading an international campaign aimed at raising",17,"doubts","the","least","all","this","home","my","me","some","it","that",0.0299999999988358,FALSE
"5847","""The Shabaab network inside the United States is tailor-made for what al-Qaida wants to accomplish in this country,"" Sanderson said. ""They have ties to al-Qaida, they have the rhetoric. It's not a very big stretch to turn that into attacks in the United States.""","the shabaab network inside the united states is tailormade for what alqaida wants to accomplish in this country sanderson said they have ties to alqaida they have the rhetoric its not a very big stretch to turn that into attacks",41,"in","the","my","this","his","their","place","it","something","her","our",0.0300000000006548,FALSE
"5848","Ruffin is a 2009 graduate of Atlantic City High School and the mother of a 3-year-old son.","ruffin is a graduate of",6,"atlantic","new","change","kind","few","story","nice","chance","problem","thousand","computer",0.0499999999992724,FALSE
"5849","This week, the Missouri Board of Education plans to discuss a proposed rule that, among other things, would require a charter school sponsor to revoke sponsorship or place a school on probation if the school failed to meet certain standards, including comparable performance to its respective school district. Charter schools must have a sponsor to operate.","this week the missouri board of education plans to discuss a proposed rule that among other things would require a charter school sponsor to revoke sponsorship or place a school on probation if the school failed to meet",39,"certain","the","be","do","get","make","see","have","go","me","my",0.0200000000004366,FALSE
"5850","COOPER: This is, of course, the final debate before super Tuesday, next week's super Tuesday, when Americans in more than 20 states, including the state of California, will go to the polls.","cooper this is of course the",7,"final","diamonds","of","of","the","it","that","in","had","not","we",0.0400000000008731,FALSE
"5851","Some Camby critics back in the day argued that the big fella spent too much time looking for the block and not enough time just trying to lock a guy down, man to man. You shouldn't rely on the shot block, because that only comes a few times a game.","some camby critics back in the day argued that the big fella spent too much time looking for the block and not enough time just trying to lock a guy down man to man you shouldnt rely on the shot block because that only comes a few",48,"times","few","little","lot","bit","good","new","great","couple","long","very",0.0299999999988358,FALSE
"5852","Formed by merging rival agencies Goodby, Silverstein & Partners and McCann Erickson Worldwide, Commonwealth is charged with building on Chevrolet's growth in Europe, Asia and South America, while bolstering the brand among young American consumers.","formed by merging rival agencies",6,"goodby","these","progresso",NA,NA,NA,NA,NA,NA,NA,NA,0.0300000000006548,FALSE
"5853","Give It Away","give",2,"it","you","it","me","up","the","her","them","this","us","him",0.0200000000004366,TRUE
"5854","1� cups asparagus, trimmed and cut into 1- to 2-inch pieces","� cups asparagus trimmed and cut into to inch",10,"pieces","the","be","do","get","make","see","have","go","me","my",0.0299999999988358,FALSE
"5855","C.J. McCollum scored 30 points and Lehigh upset Duke 75-70 to become the second No. 15 seed to beat a No. 2 during a wild Friday in the NCAA Tournament.","cj mccollum",3,"scored",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
"5856","I asked if we could go through the exhibits after the trial concludes, likely in mid-June. He said he'd look into it.","i asked if we could go through the exhibits after the trial concludes",14,"likely","and","at","include","judge","workspaces",NA,NA,NA,NA,NA,0.0599999999994907,FALSE
"5857","They have not always adhered to the pledge.","they have not",4,"always","been","had","only","yet",NA,NA,NA,NA,NA,NA,0.0400000000008731,FALSE
"5858","In the smartphone segment, Samsung remained in second place behind Apple, according to market research firm IHS iSuppli.","in the",3,"smartphone","world","middle","same","morning","first","past","us","end","way","last",0.0100000000002183,FALSE
"5859","""This is an attempt to turn the attention of the American people away from what's happening with respect to the oil spill and saying what we really should be doing to protect the environment is give all of this new power to the EPA,"" said Rep. Bob Bennett, R-Utah.","this is an attempt to turn the attention of the american people away from whats happening",17,"with","not","to","this","that","in","more","far","left","wrong","considered",0.0300000000006548,FALSE
"5860","One kid heaves the rock, sees it bounce back, tosses it again, sees it bounce back again, and then the other tries it, and finally after five pitches they take off. The kids appear to be wearing scarves across their faces in the video, which was shot on April 6, according to Bartle. The time of the incident was about 1:30 a.m. on a Friday morning  not the usual hour to find 12-year-olds out on their bikes, Lions Wine & Deli night manager Jeremy Barger said.","one kid heaves the rock sees it bounce back tosses it again sees it bounce back again and then the other",22,"tries","same","first","most","world","time","other","way","end","last","best",0.0299999999988358,FALSE
"5861","This year, the expansion moves continued when in January it announced it bought Allrecipes.com from the Reader’s Digest Association.","this year the expansion moves continued when in january it announced it bought allrecipescom from",16,"the","it","for","the","my","me","some","in","on","out","two",0.0300000000006548,TRUE
"5862","Looking purely art how Lesnar returned on Raw, it was simple, effective, impactful, and from a fan standpoint, incredible. After Cena asked The Rock to come back out to shake his hand and congratulate him on winning at WrestleMania, Lesnar came out to an immense boom response (I was there and it was insane), came to the ring, shook Cena’s hand, delivered an F5 and kicked Cena's hat. As a fan you likely completely forgot about the returning Alberto Del Rio and Lord Tensai (formerly A-Train) due to the impact of Lesnar's return.","looking purely art how lesnar returned on raw it was simple effective impactful and from a fan standpoint incredible after cena asked the rock to come back out to shake his hand and congratulate him on winning at wrestlemania lesnar",41,"came","the","least","all","this","home","my","me","some","it","that",0.0200000000004366,FALSE
"5863","""'There's a lot of work left to be done,"" Kopitar said. ""We'll definitely take the position we're in right now, but we all realize they're a good team and they're not going to go away easily.""","theres a lot of work left to be done kopitar said well definitely take the position were in right now but we all realize theyre a good",28,"team","few","little","lot","bit","good","new","great","couple","long","very",0.0299999999988358,FALSE
"5864","The plan is in its early stages and would ultimately have to win the support of lawmakers to gain needed funding.","the plan is in its early",7,"stages","the","not","been","the","own","just","all","an","hard","time",0.0500000000010914,FALSE
"5865","In fact, there's been a 140% increase in saves from major video domains over the past year, the company said. This includes content from sites such as Vimeo, Hulu and Netflix.","in fact theres been a increase in saves from major video domains over the past year the company said this includes content from sites such as vimeo hulu",29,"and","the","well","it","we","they","much","an","you","if","he",0.0299999999988358,FALSE
"5866","Ford: Ford sold 7,981 E-Series vans, made at its Avon Lake plant, last month, a 26 percent increase. The company said sales of commercial vehicles to fleet buyers have been rising steadily for the past few months.","ford ford sold eseries vans made at its avon lake plant last month a percent increase the company said sales of commercial vehicles to fleet buyers have been rising steadily for the past",34,"few","few",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0200000000004366,TRUE
"5867","Batterson may be the nicest, smartest, most honest and most experienced 36-year-old Florida has to offer.","batterson may be the nicest smartest",7,"most","same","first","most","world","time","other","way","end","last","best",0.0599999999994907,TRUE
"5868","Adult audiences who need a break from the noise can join retirees Judi Dench and Tom Wilkinson in ""The Best Exotic Marigold Hotel"" on May 11, escape to Wes Anderson's romantic ""Moonrise Kingdom"" on June 15, or visit Italy in ""To Rome With Love"" with Woody Allen on June 22.","adult audiences who need a break from the noise can join retirees judi dench and tom wilkinson in the best exotic marigold hotel on may escape to wes andersons romantic moonrise kingdom on june or visit italy in to rome",41,"with","the","be","do","get","make","see","have","go","me","my",0.0300000000006548,FALSE
"5869","""They oversee billions of dollars in spending on behalf of our state’s taxpayers, yet tracking their spending and activities has been time consuming and difficult – until now,"" said Gramiccioni, a former federal and state prosecutor who Christie tasked with overseeing the authorities after he took office.","they oversee billions of dollars in",7,"spending","or","is","to","are","will","just","no","but","cheaper",NA,0.0300000000006548,FALSE
"5870","By the tiniest margin, Hyundai and its Kia subsidiary outperformed Chrysler's massive gain. Chrysler's sales in 2011 were up 26.16 percent. Hyundai's climbed 26.46 percent, driven mainly by massive gains at Kia.","by the tiniest margin hyundai and its kia subsidiary outperformed chryslers massive gain chryslers sales in were up percent hyundais climbed percent driven mainly by massive",27,"gains","the","my","one","this","your","now","some","his","their","and",0.0199999999986176,FALSE
"5871","He pored over BioMark's material, dozens of pages of patient testimonials, scientific references and news reports on the vast promise of stem cells.","he pored over biomarks material dozens of pages of patient testimonials scientific references and news reports on the vast promise of stem",23,"cells","the","my","this","course","his","it","her","our","them","us",0.0300000000006548,FALSE
"5872","""I’ve seen him on YouTube,"" said Nora Espinoza, a Republican member of the New Mexico state House of Representatives. ""He’s great. My father always said you have to call a spade and spade and he calls a spade a spade.""","i’ve seen him on youtube said nora espinoza a republican member of the new mexico state house of representatives he’s great my father always said you have to call a spade and spade and he calls a spade a",40,"spade","few","little","lot","bit","good","new","great","couple","long","very",0.0300000000006548,FALSE
"5873","""There's absolutely no reason for any person to download their Facebook into the car,"" U.S. Transportation Secretary Ray LaHood said in an interview. ""It's not necessary.""","theres absolutely no reason for any person to download their facebook into the car us transportation secretary ray lahood said in an interview its",25,"not","with","on","he","that","and","got","what","back","especially","data",0.0299999999988358,FALSE
"5874","""At the time of the merger, Liggett-Stashower was the third largest advertising agency in Cleveland, with approximately 130 employees and estimated billings of nearly $73 million a year,"" according to the Encyclopedia of Cleveland History.","at the time of the merger liggettstashower was the third largest advertising agency",14,"in","and","for","of","pride","fees",NA,NA,NA,NA,NA,0.0200000000004366,FALSE
"5875","She didn't take the stand in her own defense. But in a recording played at trial, Saenz could be heard testifying before a grand jury that she felt ""railroaded"" by the clinic and ""would never inject bleach into a patient.""","she didnt take the stand in her own defense but in a recording played at trial saenz could",19,"be","and","at","include","judge","workspaces",NA,NA,NA,NA,NA,0.0300000000006548,FALSE
"5876","The paper will shift many of Sunday's features -- comics, puzzles, etc. -- to the Saturday Weekend Gazette.","the paper will",4,"shift","be","not","have","make","help","also","never","go","give","work",0.0299999999988358,FALSE
"5877","The increased scrutiny from regulators has prompted many companies to do periodic checks to ensure that that their workers' hiring paperwork is in order, attorneys say.","the increased scrutiny from regulators has prompted many companies to do periodic checks to ensure that that their workers hiring paperwork is in order attorneys",26,"say","to","of","the","was","will","it","and","just","in","on",0,FALSE
"5878","Last year, prominent investors Blackstone Group and Goldman Sachs Group Inc. made redemption requests. Harbinger has faced regulatory scrutiny over a personal loan made to Mr. Falcone from Harbinger, which has been repaid. Harbinger has also told investors that regulators are investigating whether his firm has engaged in ""market manipulation"" in connection ...","last year prominent investors blackstone group and goldman sachs group inc made redemption requests harbinger has faced regulatory scrutiny over a personal loan made to mr falcone from harbinger which has been repaid harbinger has also told investors that regulators are investigating whether his firm has engaged in market manipulation",51,"in","for","the","is","go","and","with","as","has","which","on",0.0600000000013097,FALSE
"5879","Then, check the expiration dates on all medicine labels and remove all expired drugs.","then check the expiration dates on all medicine labels and remove",12,"all","the","then","it","that","we","in","he","they","is","you",0.0299999999988358,FALSE
"5880","Hey, Tony: As a long-time fan, it's painful to watch this year's version of the Browns. So, tell me if this is the reality of the situation to ease my mind: The focus this year is NOT on winning but on evaluating the current roster to establish a draft and F/A wish list at the end of the season, and for the coaches to settle in to their roles. As much as the fans want to win now, the Holmgren/Heckert regime will need a couple of years to undo the debacle of the past decade in order to form a team of solid players to fit the new offensive and defensive schemes. If this is the case, I can accept the poor performances and won't feel like I'm wasting my Sunday afternoons in a sports bar. -- Ken Knapp, Ft. Lauderdale, Fla.","hey tony as a longtime fan its painful to watch this years version of the browns so tell me if this is the reality of the situation to ease my mind the focus this year is not on winning but on evaluating the current roster to establish a draft and fa wish list at the end of the season and for the coaches to settle in to their roles as much as the fans want to win now the holmgrenheckert regime will need a couple of years to undo the",91,"debacle","the","be","do","get","make","see","have","go","me","my",0.0300000000006548,FALSE
"5881","The incentives are mostly playing-time based, which means Moore would have to unseat incumbent starter Chad Henne, who threw for 3,301 yards and 15 scores while leading the Dolphins to a 7-9 record.","the incentives are mostly playingtime based which means moore would have to unseat incumbent starter chad henne who threw for yards and scores while leading the dolphins",28,"to","same","first","most","world","time","other","way","end","last","best",0.0299999999988358,FALSE
"5882","PLAINSBORO, N.J. - Gov. Chris Christie is headed to Wisconsin to campaign for fellow Republican Gov. Scott Walker, who faces a recall election that has become a national showdown over union rights.","plainsboro nj gov chris christie is headed to wisconsin to campaign for",13,"fellow","to","for","slogan","by","video","across","begins","planned","consultant","pledge",0.0400000000008731,FALSE
"5883","Along with the city, the Lake Oswego School District Foundation is raising funds and Superintendent Bill Korach recently announced plans to restructure his contract to donate his salary to the school district. Board members are looking toward city aid and foundation donations, in addition to anticipated state revenue and other money-saving strategies, to determine whether the closures are necessary for the next school year.","along with the city the lake oswego school district foundation is raising funds and superintendent bill korach recently announced plans to restructure his contract to donate",27,"his","the","be","do","get","make","see","have","go","me","my",0,FALSE
"5884","Authorities asked anyone with information to call the FBI tip line at 314-589-2500 or the St. Louis CrimeStoppers tip line at 1-866-371-8477.","authorities asked",3,"anyone","for","to","me","her","if","about","them","the","my","in",0.0300000000006548,FALSE
"5885","""Not a chance,"" he said. ""We are who we are. I've said it all along, I like the hockey club. I like the way we handled ourselves (Saturday) night. We didn't get it done, but we're not changing. I'll tell you right now, we're not adjusting. We're going to go play.""","not a chance he said we are who we are ive",12,"said","the","not","you","some","all","also","in","still","now","so",0.0299999999988358,FALSE
"5886","Donors, consignors and others can call 908-892-8001 for an appointment. The group can be found on Facebook.","donors consignors and others can call for an appointment the group can be found on",16,"facebook","that","the","it","in","this","out","myself","to","on","some",0.0100000000002183,FALSE
"5887","Gallagher, who had worked for 20 years for the United Brotherhood of Carpenters before he was hired by Russo, still works as a senior clerk for the county, greeting visitors on the third floor of the County Administration Building.","gallagher who had worked for years for the united brotherhood",11,"of","states","way","have","so","but","party","chased",NA,NA,NA,0.0300000000006548,FALSE
"5888","His relatives said they and Mr. Lyles were strong advocates of stem cell therapy.","his relatives said they and mr",7,"lyles","the","then","it","that","we","in","he","they","is","you",0.069999999999709,FALSE
"5889","Perhaps nowhere is this more evident than in Fountain Square.","perhaps",2,"nowhere","it","the","not","they","there","even","see","this","he","we",0.0100000000002183,FALSE
"5890","In Denver, a disabled veteran expressed alarm, even though the Department of Veterans Affairs said medical appointments and disability checks would have continued through a shutdown. ""If I lost my medical benefits, if this check lags at all, it would literally kill me,"" said Andrew Seeman, a Vietnam-era veteran who was maneuvering his wheelchair down a ramp outside the V.A. medical center in Denver. How did the budget deal happen? Chris Cillizza of the Washington Post says it's similar to a college student waiting until the last minute to complete a term paper. (Washington Post)","in denver a disabled veteran expressed alarm even though the department of veterans affairs said medical appointments and disability checks would have continued through a shutdown if i lost my medical benefits if this",35,"check","you","the","it","they","we","she","he","your","youre","not",0.0299999999988358,FALSE
"5891","insurance to small businesses. It operates with one foot in the private business world and another in the government one, all the time using both feet to stamp out any public access to information.","insurance to small businesses it operates with one foot in the private business world and another in the government one all the time using both feet to stamp out",30,"any","be","the","get","go","god","and","that","your","set","the",0.0500000000010914,FALSE
"5892","In other action, the Senate approved in a 26-6 vote legislation that allows Teach For America educators to teach in Ohio schools. Gov. John Kasich first spoke about his desire to get teachers funneled into Ohio schools from the two-year program for college graduates during his State of the State address March 8. It now heads to Kasich's desk for his signature.","in other action the senate approved in a vote legislation that allows teach for america educators to teach in ohio schools gov john kasich first spoke about his desire to get teachers funneled into ohio schools from the twoyear program for",42,"college","the","will","that","and","to","in","at","has","about","which",0.0200000000004366,FALSE
"5893","""My father is adamant we have to stay to oversee the situation,"" the 30-year-old said. ""He said even without electricity, we will still have something to live on.""","my",2,"father","life","first","own","favorite","head","husband","heart","mind","blog","last",0.0299999999988358,FALSE
"5894","Build Historical Morristown January 14, 2012 1 – 3 p.m. & January 21, 6- 8 p.m.","build historical morristown january –",6,"pm","the","and","us","chinese",NA,NA,NA,NA,NA,NA,0.0300000000006548,FALSE
"5895","Traffickers warned them about this day. Their words still resonate:","traffickers warned them about this",6,"day","the","it","this","what","to","how","minutes","my","them","his",0.0100000000002183,FALSE
"5896","Bannon said she thought she successfully separated her personal anguish from her colleagues about 90 percent of the time.","bannon said she",4,"thought","was","is","had","has","said","made","would","could","did","just",0.0399999999990541,FALSE
"5897","“They understand how serious the concern is of the state board,” Bostic said. “We will stay after this day by day.""","“they understand",3,"how","the","that","what","why","it","them","how","is","me","this",0.0100000000002183,TRUE
"5898","SOUTH ORANGE — Seton Hall University will spend the next few weeks analyzing what went wrong with its failed presidential search and preparing for a second shot at finding another leader, school officials said Wednesday.","south orange — seton hall university will spend the next few weeks analyzing what went wrong with its failed presidential",21,"search","to","in","at","him","because","attempt","ceo","stripes",NA,NA,0.0300000000006548,FALSE
"5899","She also says she apologized to Caroline's face when she heard she was upset by the book. ""Sorry this is so long and seems like I'm defensive, but I guess I am because I've worked so hard on my cookbooks, they mean a lot to me, and I'm not going to sit quietly while someone tries to make up YET ANOTHER FAKE STORY to make me look bad. First it’s my marriage, then my kids, then my own family, now my job... enough! I’m sure this will cost me another round of tiny tweeter attacks, but that’s fine.""","she also says she apologized to carolines",8,"face","the","be","do","get","make","see","have","go","me","my",0.069999999999709,FALSE
"5900","""Dexter"": Oh, no, Debra knows!","dexter oh no",4,"debra","one","longer","matter","not","idea","more","other","way","time","need",0.0100000000002183,FALSE
"5901","The budget has to be passed by the full Board of Aldermen by June 30.","the budget has to be passed by the",9,"full","the","my","one","this","your","now","some","his","their","and",0.0300000000006548,FALSE
"5902","Afterward, McMillan lamented that the Blazers no longer appeared to be having fun. He wondered where the ""spirit"" and ""swagger"" that had come to define this entertaining group had gone.","afterward mcmillan lamented that the blazers no longer appeared to be",12,"having","have","the","be","do","get","make","see","have","go","me",0.0499999999992724,FALSE
"5903","Medical and children's services officials said the scenario is far too common.","medical and childrens services officials said the scenario is",10,"far","same","most","best","only","first","last","one","story","case","other",0.0300000000006548,FALSE
"5904","The breakdown: A rarity: An interior lineman with elite pass rush skills. A classic run stuffer who played well in big games last year—even though Purdue didn’t.","the breakdown a rarity an interior lineman with elite pass rush skills a classic run stuffer who played well in big games last year—even",25,"though","week","year","night","few","time","month","two","years","weeks","day",0.0299999999988358,FALSE
